shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
shp_715_93,28.69603,77.281387,23,1586.788
shp_715_93,28.697289,77.282051,24,1741.03
shp_715_93,28.699554,77.283203,25,2017.256
shp_715_93,28.699932,77.283348,26,2061.662
shp_715_93,28.700029,77.283394,27,2073.334
shp_715_93,28.700357,77.283478,28,2110.788
shp_715_93,28.7013,77.283592,29,2216.265
shp_715_93,28.70142,77.283592,30,2229.604
shp_715_93,28.701534,77.283546,31,2242.942
shp_715_93,28.701637,77.283478,32,2256.287
shp_715_93,28.701721,77.283379,33,2269.622
shp_715_93,28.701838,77.281647,34,2439.266
shp_715_93,28.702087,77.279503,35,2650.489
shp_715_93,28.702156,77.279099,36,2690.995
shp_715_93,28.702215,77.278366,37,2762.906
shp_715_93,28.702215,77.278366,38,2762.906
shp_715_93,28.702429,77.275887,39,3006.075
shp_715_93,28.702576,77.274353,40,3156.508
shp_715_94,28.682957,77.275024,1,0.0
shp_715_94,28.682892,77.275009,2,7.657
shp_715_94,28.682095,77.274651,3,102.815
shp_715_94,28.680792,77.274048,4,259.51
shp_715_94,28.68041,77.273842,5,306.558
shp_715_94,28.678417,77.272797,6,550.687
shp_715_94,28.678326,77.272743,7,562.188
shp_715_94,28.67688,77.271965,8,740.135
shp_715_94,28.67643,77.271744,9,794.597
shp_715_94,28.67643,77.271744,10,794.597
shp_715_94,28.67469,77.270767,11,1010.553
shp_715_94,28.674139,77.27047,12,1078.283
shp_715_94,28.67347,77.270149,13,1159.361
shp_715_94,28.67347,77.270149,14,1159.361
shp_715_94,28.671591,77.269234,15,1386.697
shp_715_95,28.55459,77.239716,1,0.0
shp_715_95,28.554052,77.240448,2,93.369
shp_715_95,28.554888,77.24144,3,227.505
shp_715_95,28.554188,77.242432,4,352.209
shp_715_95,28.553471,77.243423,5,477.224
shp_715_95,28.553917,77.243759,6,536.649
shp_715_95,28.554804,77.242584,7,687.658
shp_715_95,28.554876,77.242668,8,698.884
shp_715_95,28.554949,77.242699,9,707.456
shp_715_95,28.556124,77.243881,10,881.824
shp_715_95,28.556511,77.244255,11,938.317
shp_715_95,28.556835,77.244591,12,987.485
shp_715_95,28.557331,77.24514,13,1064.641
shp_715_95,28.557386,77.245216,14,1073.839
shp_715_95,28.557121,77.245598,15,1121.665
shp_715_95,28.557121,77.245598,16,1121.665
shp_715_95,28.556929,77.24588,17,1156.724
shp_715_95,28.556595,77.24646,18,1224.334
shp_715_95,28.556301,77.24704,19,1289.768
shp_715_95,28.556093,77.247543,20,1343.99
shp_715_95,28.556015,77.247879,21,1378.628
shp_715_95,28.556007,77.247948,22,1385.214
shp_715_95,28.556004,77.248184,23,1408.245
shp_715_95,28.556004,77.248184,24,1408.245
shp_715_95,28.556005,77.249557,25,1542.402
shp_715_95,28.556005,77.249557,26,1542.402
shp_715_95,28.556015,77.249977,27,1583.432
shp_715_95,28.556013,77.251328,28,1715.779
shp_715_95,28.556013,77.251328,29,1715.779
shp_715_95,28.55604,77.251892,30,1770.954
shp_715_95,28.55604,77.251892,31,1770.954
shp_715_95,28.556046,77.252022,32,1783.208
shp_715_95,28.556078,77.252144,33,1796.261
shp_715_95,28.556288,77.252708,34,1855.964
shp_715_95,28.556576,77.253304,35,1922.121
shp_715_95,28.556576,77.253304,36,1922.121
shp_715_95,28.556765,77.2537,37,1966.311
shp_715_96,28.543224,77.309837,1,0.0
shp_715_96,28.543015,77.309593,2,33.263
shp_715_96,28.542906,77.309425,3,53.601
shp_715_96,28.542713,77.309036,4,97.619
shp_715_96,28.542583,77.308853,5,120.764
shp_715_96,28.542473,77.308731,6,137.776
shp_715_96,28.541681,77.308029,7,249.384
shp_715_96,28.538616,77.30545,8,673.667
shp_715_96,28.538021,77.305016,9,752.616
shp_715_96,28.537455,77.304688,10,823.282
shp_715_96,28.536568,77.304276,11,929.665
shp_715_96,28.535294,77.30397,12,1074.746
shp_715_96,28.534351,77.303879,13,1180.011
shp_715_96,28.533522,77.303879,14,1272.34
shp_715_96,28.533138,77.303871,15,1315.203
shp_715_96,28.533003,77.303879,16,1330.097
shp_715_96,28.532856,77.303917,17,1346.875
shp_715_96,28.532145,77.304214,18,1431.43
shp_715_96,28.531937,77.304276,19,1455.33
shp_715_96,28.530218,77.304733,20,1651.767
shp_715_96,28.527988,77.30542,21,1908.857
shp_715_96,28.527161,77.305695,22,2004.995
shp_715_96,28.525972,77.306038,23,2141.406
shp_715_96,28.525213,77.306343,24,2231.014
shp_715_96,28.524553,77.306679,25,2311.354
shp_715_96,28.523838,77.307137,26,2402.789
shp_715_96,28.523005,77.307747,27,2513.279
shp_715_96,28.521894,77.308609,28,2662.632
shp_715_96,28.519829,77.310089,29,2934.398
shp_715_96,28.519436,77.310341,30,2984.723
shp_715_96,28.519024,77.310577,31,3036.109
shp_715_96,28.518566,77.310814,32,3091.877
shp_715_96,28.517845,77.311104,33,3177.004
shp_715_96,28.517288,77.311295,34,3241.841
shp_715_96,28.516878,77.311417,35,3289.063
shp_715_96,28.516262,77.311554,36,3358.888
shp_715_96,28.513708,77.312447,37,3656.232
shp_715_96,28.512108,77.312973,38,3841.708
shp_715_96,28.511822,77.313156,39,3878.495
shp_715_96,28.511633,77.313301,40,3903.487
shp_715_96,28.511503,77.313354,41,3919.204
shp_715_96,28.511368,77.313347,42,3934.189
shp_715_96,28.51112,77.313293,43,3962.217
shp_715_96,28.510998,77.313332,44,3976.152
shp_715_96,28.509827,77.31369,45,4111.187
shp_715_96,28.509363,77.31385,46,4165.044
shp_715_96,28.508965,77.313995,47,4211.691
shp_715_96,28.508726,77.314087,48,4239.662
shp_715_96,28.508522,77.314178,49,4264.05
shp_715_96,28.50791,77.314354,50,4334.342
shp_715_96,28.507584,77.314468,51,4372.363
shp_715_96,28.507036,77.314644,52,4435.614
shp_715_96,28.505606,77.31501,53,4598.953
shp_715_96,28.505022,77.315109,54,4664.628
shp_715_96,28.503662,77.315277,55,4816.94
shp_715_96,28.502394,77.315392,56,4958.589
shp_715_96,28.501534,77.315453,57,5054.459
shp_715_96,28.501406,77.315536,58,5071.015
shp_715_96,28.501347,77.315567,59,5078.233
shp_715_96,28.501123,77.315659,60,5104.698
shp_715_96,28.501053,77.315712,61,5114.061
shp_715_96,28.500847,77.315903,62,5143.901
shp_715_97,28.648836,77.304382,1,0.0
shp_715_97,28.649551,77.304832,2,90.95
shp_715_97,28.649836,77.305008,3,126.722
shp_715_97,28.650124,77.305222,4,165.072
shp_715_97,28.650286,77.305305,5,184.993
shp_715_97,28.651436,77.304176,6,354.054
shp_715_97,28.652164,77.303474,7,460.126
shp_715_97,28.652164,77.303474,8,460.126
shp_715_97,28.652372,77.303276,9,490.485
shp_715_97,28.653444,77.3022,10,649.665
shp_715_97,28.653444,77.3022,11,649.665
shp_715_97,28.654398,77.301224,12,792.021
shp_715_97,28.654539,77.301086,13,812.608
shp_715_97,28.654697,77.301071,14,830.341
shp_715_97,28.654871,77.30098,15,851.722
shp_715_97,28.654902,77.300903,16,859.62
shp_715_97,28.655024,77.300842,17,874.716
shp_715_97,28.655073,77.300926,18,884.827
shp_715_97,28.655315,77.301292,19,929.358
shp_715_97,28.655813,77.30191,20,1011.362
shp_715_97,28.656246,77.302315,21,1074.03
shp_715_97,28.656736,77.302666,22,1138.217
shp_715_97,28.657257,77.302979,23,1203.819
shp_715_97,28.657547,77.303123,24,1239.089
shp_715_97,28.657547,77.303123,25,1239.089
shp_715_97,28.657654,77.303177,26,1252.027
shp_715_97,28.65806,77.303322,27,1299.369
shp_715_97,28.65848,77.303444,28,1347.56
shp_715_97,28.658945,77.30352,29,1399.876
shp_715_97,28.659611,77.303558,30,1474.06
shp_715_97,28.661034,77.303558,31,1632.401
shp_715_97,28.661354,77.303551,32,1668.176
shp_715_97,28.661354,77.303551,33,1668.176
shp_715_97,28.661596,77.303543,34,1695.177
shp_715_97,28.661596,77.303543,35,1695.177
shp_715_97,28.664192,77.303467,36,1984.264
shp_715_97,28.666603,77.303368,37,2252.755
shp_715_97,28.666866,77.303352,38,2282.125
shp_715_97,28.666866,77.303352,39,2282.125
shp_715_97,28.667547,77.303307,40,2358.101
shp_715_97,28.668839,77.303299,41,2501.699
shp_715_97,28.669624,77.303276,42,2589.315
shp_715_97,28.669561,77.303429,43,2606.263
shp_715_97,28.669579,77.304756,44,2735.942
shp_715_97,28.669579,77.304756,45,2735.942
shp_715_97,28.669662,77.310944,46,3340.334
shp_715_97,28.669662,77.310944,47,3340.334
shp_715_97,28.66968,77.312187,48,3461.725
shp_715_97,28.669029,77.312225,49,3534.168
shp_715_98,28.644053,77.188515,1,0.0
shp_715_98,28.644312,77.190018,2,149.423
shp_715_98,28.644711,77.189972,3,194.001
shp_715_98,28.644714,77.189919,4,198.905
shp_715_98,28.644732,77.189896,5,202.185
shp_715_98,28.644754,77.189873,6,205.359
shp_715_98,28.644781,77.189865,7,208.548
shp_715_98,28.64481,77.189857,8,211.721
shp_715_98,28.644836,77.189873,9,214.899
shp_715_98,28.645496,77.188705,10,350.158
shp_715_98,28.646208,77.189224,11,444.032
shp_715_98,28.646622,77.189507,12,497.712
shp_715_98,28.647337,77.190025,13,592.051
shp_715_98,28.648182,77.19059,14,701.127
shp_715_98,28.648836,77.189384,15,839.886
shp_715_98,28.649744,77.190033,16,959.432
shp_715_98,28.649849,77.190125,17,974.36
shp_715_98,28.649944,77.190193,18,986.639
shp_715_98,28.650049,77.190277,19,1001.073
shp_715_98,28.650412,77.190536,20,1048.509
shp_715_98,28.650515,77.19062,21,1062.694
shp_715_98,28.650671,77.19072,22,1082.735
shp_715_98,28.650803,77.190834,23,1100.954
shp_715_98,28.652534,77.192101,24,1330.0
shp_715_98,28.652931,77.192368,25,1381.449
shp_715_99,28.644053,77.188515,1,0.0
shp_715_99,28.644312,77.190018,2,149.423
shp_715_99,28.644711,77.189972,3,194.001
shp_715_99,28.644714,77.189919,4,198.905
shp_715_99,28.644732,77.189896,5,202.185
shp_715_99,28.644754,77.189873,6,205.359
shp_715_99,28.644781,77.189865,7,208.548
shp_715_99,28.64481,77.189857,8,211.721
shp_715_99,28.644836,77.189873,9,214.899
shp_715_99,28.644859,77.189888,10,218.079
shp_715_99,28.644876,77.189919,11,221.255
shp_715_99,28.644884,77.189949,12,224.443
shp_715_99,28.644882,77.18998,13,227.62
shp_715_99,28.644873,77.19001,14,230.8
shp_715_99,28.644854,77.190041,15,234.083
shp_715_99,28.645683,77.190727,16,348.632
shp_715_99,28.645744,77.19075,17,355.695
shp_715_99,28.645882,77.190849,18,373.982
shp_715_99,28.646933,77.191711,19,517.905
shp_715_99,28.64735,77.192032,20,573.947
shp_715_99,28.647873,77.192444,21,644.793
shp_715_99,28.648262,77.192757,22,697.957
shp_715_99,28.648479,77.192963,23,729.029
shp_715_99,28.649647,77.193916,24,888.914
shp_715_99,28.650105,77.194267,25,950.532
shp_715_99,28.65024,77.194405,26,970.388
shp_715_99,28.650814,77.194862,27,1048.706
shp_715_99,28.650963,77.195,28,1069.964
shp_715_99,28.651426,77.195374,29,1133.048
shp_715_99,28.650797,77.196358,30,1251.762
shp_715_99,28.650797,77.196358,31,1251.762
shp_715_99,28.650356,77.197044,32,1335.151
shp_715_99,28.650928,77.197464,33,1411.002
shp_715_99,28.65147,77.19783,34,1480.851
shp_715_99,28.652752,77.19873,35,1648.821
shp_715_99,28.653496,77.19928,36,1747.394
shp_715_99,28.653496,77.19928,37,1747.394
shp_715_99,28.653759,77.199478,38,1782.391
shp_715_99,28.653843,77.199547,39,1793.944
shp_715_99,28.654818,77.200241,40,1921.752
shp_715_99,28.656376,77.201317,41,2124.885
shp_715_100,28.64389,77.188629,1,0.0
shp_715_100,28.643356,77.188728,2,60.291
shp_715_100,28.643343,77.188622,3,70.708
shp_715_100,28.642498,77.188797,4,166.267
shp_715_100,28.642048,77.189659,5,264.78
shp_715_100,28.641785,77.19014,6,319.75
shp_715_100,28.640533,77.189293,7,481.65
shp_715_100,28.639284,77.188347,8,648.63
shp_715_100,28.638393,77.187759,9,763.29
shp_715_100,28.638371,77.187737,10,766.659
shp_715_101,28.64389,77.188629,1,0.0
shp_715_101,28.643356,77.188728,2,60.291
shp_715_101,28.643343,77.188622,3,70.708
shp_715_101,28.642498,77.188797,4,166.267
shp_715_101,28.642048,77.189659,5,264.78
shp_715_101,28.641785,77.19014,6,319.75
shp_715_101,28.640533,77.189293,7,481.65
shp_715_101,28.639284,77.188347,8,648.63
shp_715_101,28.639189,77.188286,9,661.05
shp_715_102,28.712875,77.290108,1,0.0
shp_715_102,28.713133,77.290054,2,29.094
shp_715_102,28.713039,77.289314,3,102.184
shp_715_102,28.712938,77.288956,4,139.198
shp_715_102,28.712904,77.288925,5,143.882
shp_715_102,28.712698,77.288803,6,169.639
shp_715_102,28.712053,77.288452,7,249.211
shp_715_102,28.712509,77.287354,8,367.816
shp_715_102,28.712528,77.287262,9,376.891
shp_715_102,28.712723,77.286842,10,423.488
shp_715_102,28.713373,77.285271,11,592.832
shp_715_102,28.713425,77.285194,12,602.628
shp_715_102,28.713425,77.285194,13,602.628
shp_715_102,28.71385,77.284546,14,681.783
shp_715_102,28.714401,77.283813,15,775.889
shp_715_102,28.715097,77.282822,16,899.967
shp_715_102,28.7153,77.282272,17,957.723
shp_715_102,28.715353,77.282158,18,970.651
shp_715_102,28.715797,77.281532,19,1049.138
shp_715_102,28.716255,77.280708,20,1144.607
shp_715_102,28.716282,77.280609,21,1154.321
shp_715_102,28.716497,77.280357,22,1188.669
shp_715_102,28.716606,77.280296,23,1202.172
shp_715_102,28.717125,77.2799,24,1272.017
shp_715_102,28.717432,77.279724,25,1309.936
shp_715_102,28.717432,77.279724,26,1309.936
shp_715_102,28.718052,77.279358,27,1387.671
shp_715_102,28.718616,77.27887,28,1466.912
shp_715_102,28.718616,77.27887,29,1466.912
shp_715_102,28.718739,77.278763,30,1483.864
shp_715_102,28.719021,77.27858,31,1519.955
shp_715_102,28.719021,77.27858,32,1519.955
shp_715_102,28.71932,77.278389,33,1558.324
shp_715_102,28.719486,77.278267,34,1580.183
shp_715_102,28.719486,77.278267,35,1580.183
shp_715_102,28.719631,77.27816,36,1599.459
shp_715_102,28.721468,77.276688,37,1849.228
shp_715_102,28.72154,77.276611,38,1860.189
shp_715_102,28.72154,77.276611,39,1860.189
shp_715_102,28.722399,77.275719,40,1989.685
shp_715_102,28.723249,77.274712,41,2126.271
shp_715_102,28.723421,77.274498,42,2154.298
shp_715_102,28.723633,77.274193,43,2192.456
shp_715_102,28.723848,77.273849,44,2233.759
shp_715_102,28.723848,77.273849,45,2233.759
shp_715_102,28.724312,77.273102,46,2323.141
shp_715_102,28.724541,77.272766,47,2364.4
shp_715_103,28.712875,77.290108,1,0.0
shp_715_103,28.713247,77.290031,2,42.117
shp_715_103,28.714119,77.289894,3,139.919
shp_715_103,28.714281,77.289879,4,158.217
shp_715_103,28.714281,77.289879,5,158.217
shp_715_103,28.714586,77.289848,6,192.231
shp_715_103,28.716873,77.289688,7,447.293
shp_715_103,28.716873,77.289688,8,447.293
shp_715_103,28.717031,77.28968,9,464.914
shp_715_103,28.719503,77.289551,10,740.456
shp_715_103,28.720598,77.289482,11,862.491
shp_715_103,28.720598,77.289482,12,862.491
shp_715_103,28.722927,77.289337,13,1122.015
shp_715_103,28.722927,77.289337,14,1122.015
shp_715_103,28.727663,77.289032,15,1650.042
shp_715_103,28.727663,77.289032,16,1650.042
shp_715_103,28.728529,77.288979,17,1746.603
shp_715_103,28.728529,77.288979,18,1746.603
shp_715_103,28.729803,77.288895,19,1888.768
shp_715_103,28.729803,77.288895,20,1888.768
shp_715_103,28.733624,77.288635,21,2314.782
shp_715_103,28.733624,77.288635,22,2314.782
shp_715_103,28.734589,77.288567,23,2422.444
shp_715_103,28.735931,77.288513,24,2571.968
shp_715_103,28.73752,77.288406,25,2749.187
shp_715_103,28.74048,77.288239,26,3079.156
shp_715_103,28.74048,77.288239,27,3079.156
shp_715_103,28.74094,77.288208,28,3130.299
shp_715_103,28.741615,77.288116,29,3205.999
shp_715_103,28.743584,77.287788,30,3427.439
shp_715_103,28.746841,77.287163,31,3795.296
shp_715_104,28.712893,77.290176,1,0.0
shp_715_104,28.71258,77.290253,2,35.591
shp_715_104,28.712193,77.290382,3,80.64
shp_715_104,28.711607,77.290619,4,149.772
shp_715_104,28.710924,77.290932,5,231.539
shp_715_104,28.710712,77.291039,6,257.38
shp_715_104,28.71034,77.291183,7,301.2
shp_715_104,28.710224,77.291245,8,315.481
shp_715_104,28.709801,77.291351,9,363.556
shp_715_104,28.709429,77.291389,10,405.108
shp_715_104,28.707525,77.291458,11,617.158
shp_715_104,28.707054,77.291466,12,669.689
shp_715_104,28.707054,77.291466,13,669.689
shp_715_104,28.706284,77.291481,14,755.53
shp_715_104,28.706192,77.291504,15,765.714
shp_715_104,28.703852,77.291573,16,1026.474
shp_715_104,28.703852,77.291573,17,1026.474
shp_715_104,28.701477,77.291649,18,1290.889
shp_715_104,28.701332,77.29174,19,1309.549
shp_715_104,28.701189,77.291885,20,1330.657
shp_715_105,28.667679,77.228951,1,0.0
shp_715_105,28.667765,77.228897,2,11.187
shp_715_105,28.667826,77.228844,3,19.646
shp_715_105,28.668009,77.228615,4,49.982
shp_715_105,28.66815,77.228371,5,78.108
shp_715_105,28.668251,77.22789,6,126.421
shp_715_105,28.668312,77.227684,7,147.704
shp_715_105,28.66836,77.227562,8,161.193
shp_715_105,28.668491,77.227333,9,187.453
shp_715_105,28.668566,77.227173,10,205.219
shp_715_105,28.668667,77.22702,11,224.15
shp_715_105,28.668558,77.226662,12,260.912
shp_715_105,28.667946,77.224419,13,490.804
shp_715_105,28.667864,77.224388,14,500.349
shp_715_105,28.667843,77.224396,15,502.702
shp_715_105,28.666363,77.224815,16,672.54
shp_715_105,28.666363,77.224815,17,672.54
shp_715_105,28.666363,77.224815,18,672.54
shp_715_105,28.666363,77.224815,19,672.54
shp_715_105,28.665524,77.22493,20,766.491
shp_715_105,28.66538,77.22496,21,782.786
shp_715_105,28.664927,77.222466,22,1031.994
shp_715_105,28.664799,77.221649,23,1113.031
shp_715_105,28.664467,77.221588,24,1150.347
shp_715_105,28.66292,77.22123,25,1326.104
shp_715_105,28.66157,77.220879,26,1480.308
shp_715_105,28.661484,77.220848,27,1490.244
shp_715_105,28.661638,77.220383,28,1539.017
shp_715_105,28.662409,77.218277,29,1761.864
shp_715_105,28.662409,77.218277,30,1761.864
shp_715_105,28.662497,77.218025,31,1788.185
shp_715_105,28.662848,77.216759,32,1917.807
shp_715_105,28.662863,77.216637,33,1929.845
shp_715_105,28.662874,77.216446,34,1948.889
shp_715_105,28.662819,77.215996,35,1992.971
shp_715_105,28.662802,77.215912,36,2001.398
shp_715_106,28.668118,77.228661,1,0.0
shp_715_106,28.667978,77.228851,2,23.976
shp_715_106,28.667849,77.228973,3,42.886
shp_715_106,28.667616,77.229156,4,74.482
shp_715_106,28.667353,77.229324,5,108.084
shp_715_106,28.667053,77.229492,6,144.983
shp_715_106,28.666882,77.229553,7,164.965
shp_715_106,28.666803,77.229568,8,173.754
shp_715_106,28.666525,77.229538,9,204.814
shp_715_106,28.666386,77.229576,10,220.896
shp_715_106,28.666,77.229774,11,267.747
shp_715_106,28.665731,77.229996,12,304.838
shp_715_106,28.665262,77.230331,13,366.368
shp_715_106,28.664942,77.230759,14,421.533
shp_715_106,28.663309,77.232613,15,677.796
shp_715_106,28.663036,77.233025,16,728.714
shp_715_106,28.662518,77.233971,17,837.742
shp_715_106,28.662518,77.233971,18,837.742
shp_715_106,28.662027,77.234825,19,937.299
shp_715_106,28.66148,77.23568,20,1040.344
shp_715_106,28.661404,77.235764,21,1052.562
shp_715_106,28.661404,77.235764,22,1052.562
shp_715_106,28.661331,77.235847,23,1064.021
shp_715_106,28.661119,77.23597,24,1090.295
shp_715_106,28.660631,77.236115,25,1146.628
shp_715_106,28.660387,77.236122,26,1173.69
shp_715_106,28.6591,77.236748,27,1329.54
shp_715_106,28.658871,77.236839,28,1356.548
shp_715_106,28.658676,77.236893,29,1378.855
shp_715_106,28.658392,77.236946,30,1410.886
shp_715_106,28.657747,77.236946,31,1482.485
shp_715_106,28.657747,77.236946,32,1482.485
shp_715_106,28.656126,77.236855,33,1663.229
shp_715_106,28.656126,77.236855,34,1663.229
shp_715_106,28.655979,77.236847,35,1679.567
shp_715_106,28.654484,77.236633,36,1847.368
shp_715_106,28.653643,77.236626,37,1941.156
shp_715_106,28.653353,77.236649,38,1973.51
shp_715_106,28.65291,77.2369,39,2028.403
shp_715_106,28.651867,77.237679,40,2167.348
shp_715_106,28.651867,77.237679,41,2167.348
shp_715_106,28.650938,77.238373,42,2290.883
shp_715_106,28.649778,77.239212,43,2444.134
shp_715_106,28.648657,77.240067,44,2593.99
shp_715_106,28.648481,77.240143,45,2615.035
shp_715_106,28.6483,77.240204,46,2636.067
shp_715_106,28.648148,77.240219,47,2653.079
shp_715_106,28.644388,77.240456,48,3072.102
shp_715_106,28.644388,77.240456,49,3072.102
shp_715_106,28.642227,77.240585,50,3313.106
shp_715_106,28.641647,77.240608,51,3377.681
shp_715_106,28.641441,77.240639,52,3400.796
shp_715_106,28.641317,77.240685,53,3415.298
shp_715_106,28.641085,77.240746,54,3441.737
shp_715_106,28.64077,77.240837,55,3477.858
shp_715_107,28.667679,77.228951,1,0.0
shp_715_107,28.667765,77.228897,2,11.187
shp_715_107,28.667826,77.228844,3,19.646
shp_715_107,28.668009,77.228615,4,49.982
shp_715_107,28.66815,77.228371,5,78.108
shp_715_107,28.668251,77.22789,6,126.421
shp_715_107,28.668312,77.227684,7,147.704
shp_715_107,28.66836,77.227562,8,161.193
shp_715_107,28.668491,77.227333,9,187.453
shp_715_107,28.668566,77.227173,10,205.219
shp_715_107,28.668667,77.22702,11,224.15
shp_715_107,28.668558,77.226662,12,260.912
shp_715_107,28.667946,77.224419,13,490.804
shp_715_107,28.667862,77.224205,14,513.698
shp_715_107,28.667685,77.223549,15,580.434
shp_715_107,28.66758,77.222946,16,640.593
shp_715_107,28.667271,77.221649,17,771.422
shp_715_107,28.666924,77.221405,18,816.81
shp_715_107,28.66643,77.221512,19,872.937
shp_715_107,28.666353,77.221542,20,881.901
shp_715_107,28.666233,77.221626,21,897.585
shp_715_107,28.666136,77.221718,22,911.734
shp_715_107,28.666187,77.221786,23,920.545
shp_715_107,28.666214,77.22187,24,929.349
shp_715_107,28.666218,77.221916,25,933.78
shp_715_107,28.666199,77.222008,26,942.586
shp_715_107,28.666151,77.222076,27,951.389
shp_715_107,28.666121,77.222107,28,955.824
shp_715_107,28.666046,77.222137,29,964.631
shp_715_107,28.666046,77.222137,30,964.631
shp_715_107,28.666008,77.222137,31,968.971
shp_715_107,28.665932,77.222122,32,977.615
shp_715_107,28.665867,77.222069,33,986.267
shp_715_107,28.665825,77.222,34,994.904
shp_715_107,28.665813,77.221954,35,999.252
shp_715_107,28.665812,77.221863,36,1007.897
shp_715_107,28.665104,77.221687,37,1088.529
shp_715_107,28.664555,77.221611,38,1150.212
shp_715_107,28.664467,77.221588,39,1160.095
shp_715_107,28.66292,77.22123,40,1335.852
shp_715_107,28.662666,77.221161,41,1364.861
shp_715_107,28.662666,77.221161,42,1364.861
shp_715_107,28.66157,77.220879,43,1490.056
shp_715_107,28.661484,77.220848,44,1499.992
shp_715_107,28.661638,77.220383,45,1548.766
shp_715_107,28.661566,77.22036,46,1557.23
shp_715_107,28.66205,77.219048,47,1696.619
shp_715_107,28.662306,77.218315,48,1773.677
shp_715_107,28.662443,77.217979,49,1809.587
shp_715_107,28.662502,77.217758,50,1832.311
shp_715_107,28.662502,77.217758,51,1832.311
shp_715_107,28.66275,77.216827,52,1926.942
shp_715_107,28.662783,77.216682,53,1941.703
shp_715_107,28.662798,77.216454,54,1964.457
shp_715_107,28.662771,77.216042,55,2004.578
shp_715_107,28.662741,77.215858,56,2022.759
shp_715_107,28.662727,77.215836,57,2025.203
shp_715_107,28.662727,77.215836,58,2025.203
shp_715_107,28.662573,77.215675,59,2048.356
shp_715_107,28.662428,77.215561,60,2068.247
shp_715_107,28.662395,77.215607,61,2073.739
shp_715_107,28.662321,77.215637,62,2082.546
shp_715_107,28.661715,77.215958,63,2156.918
shp_715_107,28.661539,77.216034,64,2177.962
shp_715_107,28.661375,77.216072,65,2196.427
shp_715_107,28.661152,77.216064,66,2221.209
shp_715_107,28.659607,77.216003,67,2393.446
shp_715_107,28.658682,77.215942,68,2496.519
shp_715_107,28.657909,77.215881,69,2582.683
shp_715_108,28.667679,77.228951,1,0.0
shp_715_108,28.667765,77.228897,2,11.187
shp_715_108,28.667826,77.228844,3,19.646
shp_715_108,28.668009,77.228615,4,49.982
shp_715_108,28.66815,77.228371,5,78.108
shp_715_108,28.668251,77.22789,6,126.421
shp_715_108,28.668312,77.227684,7,147.704
shp_715_108,28.66836,77.227562,8,161.193
shp_715_108,28.668491,77.227333,9,187.453
shp_715_108,28.668566,77.227173,10,205.219
shp_715_108,28.668667,77.22702,11,224.15
shp_715_108,28.668558,77.226662,12,260.912
shp_715_108,28.667946,77.224419,13,490.804
shp_715_108,28.667864,77.224388,14,500.349
shp_715_108,28.667843,77.224396,15,502.702
shp_715_108,28.666363,77.224815,16,672.54
shp_715_108,28.666155,77.223198,17,832.457
shp_715_108,28.666155,77.223198,18,832.457
shp_715_108,28.666056,77.22242,19,909.434
shp_715_108,28.666046,77.222137,20,936.747
shp_715_108,28.666008,77.222137,21,941.087
shp_715_108,28.665932,77.222122,22,949.731
shp_715_108,28.665867,77.222069,23,958.383
shp_715_108,28.665825,77.222,24,967.02
shp_715_108,28.665813,77.221954,25,971.367
shp_715_108,28.665812,77.221863,26,980.012
shp_715_108,28.665104,77.221687,27,1060.644
shp_715_108,28.664555,77.221611,28,1122.328
shp_715_108,28.664066,77.221497,29,1177.843
shp_715_108,28.664066,77.221497,30,1177.843
shp_715_108,28.66292,77.22123,31,1307.966
shp_715_108,28.66157,77.220879,32,1462.17
shp_715_108,28.661484,77.220848,33,1472.107
shp_715_108,28.661638,77.220383,34,1520.88
shp_715_108,28.661774,77.220016,35,1559.84
shp_715_108,28.661774,77.220016,36,1559.84
shp_715_108,28.66238,77.218361,37,1734.977
shp_715_108,28.662497,77.218025,38,1770.049
shp_715_108,28.662552,77.217827,39,1790.491
shp_715_108,28.662552,77.217827,40,1790.491
shp_715_108,28.662848,77.216759,41,1899.671
shp_715_108,28.662863,77.216637,42,1911.709
shp_715_108,28.662874,77.216446,43,1930.753
shp_715_108,28.662819,77.215996,44,1974.835
shp_715_108,28.662762,77.215721,45,2002.775
shp_715_108,28.662762,77.21553,46,2021.5
shp_715_108,28.662714,77.215523,47,2026.865
shp_715_108,28.662428,77.215561,48,2058.945
shp_715_108,28.662395,77.215607,49,2064.437
shp_715_108,28.662321,77.215637,50,2073.245
shp_715_108,28.661715,77.215958,51,2147.617
shp_715_108,28.661539,77.216034,52,2168.661
shp_715_108,28.661375,77.216072,53,2187.126
shp_715_108,28.660759,77.216049,54,2255.703
shp_715_108,28.660759,77.216049,55,2255.703
shp_715_108,28.659607,77.216003,56,2384.14
shp_715_108,28.658682,77.215942,57,2487.213
shp_715_108,28.658108,77.215897,58,2551.272
shp_715_109,28.655684,77.148613,1,0.0
shp_715_109,28.654778,77.147926,2,121.459
shp_715_109,28.654285,77.14753,3,188.184
shp_715_109,28.654285,77.14753,4,188.184
shp_715_109,28.654121,77.1474,5,210.504
shp_715_109,28.652649,77.146301,6,406.646
shp_715_109,28.650259,77.144478,7,726.74
shp_715_109,28.648336,77.142891,8,991.18
shp_715_109,28.648336,77.142891,9,991.18
shp_715_109,28.647797,77.142448,10,1065.172
