shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
shp_715_2,28.522194,77.167976,71,3191.94
shp_715_2,28.522245,77.168015,72,3198.736
shp_715_2,28.522213,77.168091,73,3207.035
shp_715_2,28.522194,77.168167,74,3214.615
shp_715_3,28.506262,77.175171,1,0.0
shp_715_3,28.505983,77.174889,2,41.634
shp_715_3,28.505722,77.174706,3,76.027
shp_715_3,28.504601,77.175751,4,237.473
shp_715_3,28.503992,77.176262,5,321.69
shp_715_3,28.503824,77.17646,6,348.6
shp_715_3,28.503639,77.176712,7,380.47
shp_715_3,28.503479,77.177025,8,416.124
shp_715_3,28.503319,77.177399,9,456.94
shp_715_3,28.503139,77.178085,10,526.919
shp_715_3,28.503101,77.178276,11,545.965
shp_715_3,28.503101,77.178276,12,545.965
shp_715_3,28.502966,77.17894,13,612.924
shp_715_3,28.502708,77.180099,14,729.911
shp_715_3,28.502455,77.181511,15,870.973
shp_715_3,28.502321,77.181915,16,912.985
shp_715_3,28.502071,77.182289,17,959.257
shp_715_3,28.501616,77.182846,18,1033.465
shp_715_3,28.501593,77.182869,19,1036.854
shp_715_3,28.501593,77.182869,20,1036.854
shp_715_3,28.500858,77.183525,21,1140.834
shp_715_3,28.500708,77.183647,22,1161.205
shp_715_3,28.500242,77.184074,23,1227.787
shp_715_3,28.499817,77.184532,24,1293.203
shp_715_3,28.499384,77.185036,25,1361.879
shp_715_3,28.496868,77.18512,26,1642.067
shp_715_3,28.496237,77.184929,27,1714.822
shp_715_3,28.495832,77.184792,28,1761.684
shp_715_3,28.494844,77.184433,29,1877.333
shp_715_3,28.494724,77.184402,30,1890.899
shp_715_3,28.494471,77.184425,31,1919.317
shp_715_3,28.494287,77.184464,32,1940.099
shp_715_3,28.494032,77.18454,33,1969.399
shp_715_3,28.494032,77.18454,34,1969.399
shp_715_3,28.493839,77.184593,35,1991.655
shp_715_4,28.506262,77.175171,1,0.0
shp_715_4,28.505983,77.174889,2,41.634
shp_715_4,28.505722,77.174706,3,76.027
shp_715_4,28.504601,77.175751,4,237.473
shp_715_4,28.503992,77.176262,5,321.69
shp_715_4,28.503824,77.17646,6,348.6
shp_715_4,28.503639,77.176712,7,380.47
shp_715_4,28.503479,77.177025,8,416.124
shp_715_4,28.503319,77.177399,9,456.94
shp_715_4,28.503139,77.178085,10,526.919
shp_715_4,28.502966,77.17894,11,612.924
shp_715_4,28.502731,77.179993,12,718.815
shp_715_4,28.502731,77.179993,13,718.815
shp_715_4,28.502563,77.180893,14,808.797
shp_715_4,28.502455,77.181511,15,870.972
shp_715_4,28.502321,77.181915,16,912.985
shp_715_4,28.502071,77.182289,17,959.257
shp_715_4,28.501616,77.182846,18,1033.464
shp_715_4,28.500858,77.183525,19,1140.833
shp_715_4,28.500708,77.183647,20,1161.204
shp_715_4,28.500242,77.184074,21,1227.786
shp_715_4,28.499817,77.184532,22,1293.203
